,Tweet,Sentiment
797,"""Menanggapi hal tersebut, Mira berharap setiap Satuan Kerja di Kemenkominfo dapat berkoordinasi dengan LKPP dalam melaksanakan pengadaan barang/jasa, sehingga kendala teknis dapat memperoleh jalan keluar.""",Netral
798,"""“Kewenangan untuk membuat etalase sudah diserahkan ke K/L",Netral
799,"""Deputi Bidang Monitoring, Evaluasi dan Pengembangan Sistem Informasi dalam kesempatannya menyampaikan, bahwa Kemenkominfo sudah berhasil menayangkan 236 produk",Netral
800,"""“Selain itu, kami juga bermaksud untuk memperbaharui/ addendum PKS yang ditandatangai sebelumnya, agar pelaksanaannya lebih optimal.” Ungkap Robin.""",Netral
801,"""Koordinasi ini salah satunya untuk membahas target prioritas untuk percepatan katalog sektoral, kematangan UKPBJ dalam pengisian data fungsional di lingkungan Kemenkominfo dan penjajakan kemungkinan perbantuan SDM mumpuni dibidang IT bagi LKPP yang hendak membentuk Pusdatik",Netral
802,"""--melaksanakan koordinasi dengan Kementerian Komunikasi dan Informatika (Kemenkominfo) yang dipimpin oleh Sekretaris Jendral Kemenkominfo Mira Tayyiba bersama jajarannya di Gedung Kominfo di Jakarta pada Rabu (24/8)",Netral
803,"""Jakarta - Sekretariat Utama LKPP Robin Asad Suryo didampingi Deputi Bidang Monitoring, Evaluasi dan Pengembangan Sistem Informasi Gatot Pambudhi Poetranto beserta jajaran-- https://t.co/4wVc6tL8oI""",Netral
804,"""“Penggunaan APBN/D 40% untuk PDN dan UMK-Koperasi bukan hanya untuk menghemat belanja atau mempercepat proses tender,  serta mencegah tindak pidana korupsi",Positif
805,"""Kegiatan APKASI Procurement Network 2022 Expo and Forum yang digelar selama 3 hari dan dibuka langsung oleh Menteri Dalam Negeri ini bertujuan untuk memfasilitasi Pemda untuk berinteraksi langsung dengan para Penyedia yang telah menayangkan produknya dalam Katalog Elektronik",Netral
806,"""“Semua sudah mudah, jadi tidak ada alasan lagi para bupati untuk tidak membangun Katalog Elektronik Lokal."" Ujar Kepala LKPP Abdullah Azwar Anas saat memberikan sambutan dalam acara APKASI Procurement Network 2022 Expo and Forum di JI Expo Kemayoran Jakarta Pusat pada (24/8)",Positif
807,"""Bagi penyedia, LKPP juga memberikan kemudahan untuk memasukan produknya kedalam Katalog Elektronik, yaitu LKPP telah memangkas prosedur/birokrasi penayangan produk kedalam Katalog Elektronik Lokal yang semula terdiri dari 8 tahap menjadi 2 tahap saja.""",Positif
808,"""Untuk memudahkan K/L/PD dalam mengalokasikan dana tersebut, LKPP telah memberikan kemudahan belanja pemerintah melalui Katalog Elektronik",Positif
809,"""Hal di atas tidak hanya semata-mata untuk menghidupkan geliat perekonomian paska pandemi covid-19",Wrong
810,"""Jakarta - Kementerian/Lembaga/Pemerintah Daerah (K/L/PD) tidak henti-hentinya didorong untuk mengalokasikan 40% belanja APBN/APBD bagi PDN dan produk UMK-Koperasi",Netral
811,"""Percaya⁉️Bpk @jokowi @mohmahfudmd @KemenkeuRI @LKPP_RI Gimana kalau tugas Lembaga Polri yang dipimpin @ListyoSigitP khusus pembasmian judi, narkoba, prostitusi masuk dalam lelang Barang dan Jasa Pemerintah? Siapa tau dunia Internasional tertarik.*https://t.co/pQpQaeK4SG* https://t.co/5pWxVFUPM8""",Negatif
812,"""LKPP sendiri saat ini tengah menggodok Surat Edaran yang akan mendukung pengkategorian pekerjaan yang sesuai dengan sertifikasi arsitek yang ada karena terkait dengan pekerjaan pembangunan yang dilakukan oleh Pemerintah Daerah seperti Sekolah, Puskesmas, maupun Rumah Sakit.""",Netral
813,"""sehingga muatan lokal setiap daerah tercermin dalam karya - karya arsitek, tidak kehilangan keIndonesiaannya.""",Netral
814,"""Senada dengan hal tersebut, pengurus IAI menyampaikan bahwa hal ini telah menjadi perhatian tersendiri bagi IAI, yakni pemberian STRA selaras dengan pembinaan yang diberikan kepada para arsitek dimanapun mereka berada, https://t.co/0nWu6wTD8D""",Netral
815,"""tetapi didukung pula melalui bukti karya sang arsitek yang mengikuti perkembangan jaman namun tidak kehilangan citarasa budaya tempat arsitek berkarya",Netral
816,"""STRA merupakan bukti tertulis bagi Arsitek untuk dapat melakukan Praktik Arsitek",Netral
817,"""Jakarta - Kepala LKPP Abdullah Azwar Anas menerima kunjungan Pengurus Ikatan Arsitek Indonesia (IAI) dalam diskusi singkat terkait dengan Surat Tanda Registrasi Arsitek (STRA) dalam persyaratan PBJ di Indonesia, khususnya pada pekerjaan pembangunan dengan jasa arsitek",Netral
818,"""Ia juga berpesan agar seluruh pejabat dapat membangun komunikasi yang strategis ke semua kalangan dan kelompok",Positif
819,"""""Harapan saya (para Pejabat Administrator dan Pejabat Fungsional Madya) dapat mengambil langkah-langkah cepat",Wrong
820,"""Dalam arahannya, Kepala LKPP menyampaikan bahwa setiap pejabat harus dapat mengambil peluang dan beradaptasi dengan cepat agar permasalahan yang ditemui di lapangan dapat segera ditemukan jalan keluarnya.""",Netral
821,"""terutama terkait percepatan program agenda Presiden Joko Widodo terkait penayangan PDN dan produk UMK-Koperasi di Katalog Elektronik",Positif
822,"""Dalam kesempatan tersebut, sebanyak 24 Pejabat yang hadir memperkenalkan diri satu-persatu serta menyampaikan progres dan kendala yang dihadapi dalam melaksanakan tugas, https://t.co/c6NJRtnBLp""",Netral
823,"""Jakarta - Kepala LKPP Abdullah Azwar Anas melakukan diskusi bersama Pejabat Administrator dan Pejabat Fungsional Madya LKPP pada Senin (22/08) di kantor LKPP di Jakarta",Netral
824,"""@HotmanS79260731 @LKPP_RI bisa dibaca disini kak https://t.co/QTf9iT6lH2""",Netral
825,"""Produk PT",Netral
826,"""Dari hasil pertemuan tersebut, LKPP telah membuka etalase jasa pengiriman dan saat ini Pos Indonesia telah berhasil menayangkan produknya pada Etalase Jasa Pengiriman di e-Katalog LKPP",Positif
827,"""--Harapannya, dengan dibukanya etalase jasa pengiriman, kebutuhan pemerintah untuk jasa pengiriman dan ekspedisi logistik dapat terpenuhi melalui e-purchasing pada katalog elektronik,” ungkap Sarah.""",Positif
828,"""“Pemerintah terus mendorong penggunaan produk dalam negeri dan produk-produk usaha mikro serta usaha kecil melalui pengadaan barang dan jasa pemerintah",Positif
829,"""Hal ini tentunya akan mempermudah pengguna Katalog Elektronik yang akan mengirimkan barangnya ke seluruh Indonesia.""",Wrong
830,"""Sarah mendukung upaya POS Indonesia untuk menayangkan produknya dalam Katalog Elektronik karena POS Indonesia memiliki sistem pengiriman yang luas hingga ke daerah pelosok Indonesia.""",Netral
831,"""Pertemuan ini merupakan tindak lanjut dari pertemuan sebelumnya yang dilaksanakan pada tanggal 10 Agustus 2022 antara Kepala LKPP dengan Direktur Utama POS Indonesia, dimana poin pembahasannya adalah penayangan etalase Jasa pengiriman",Netral
832,"""JAKARTA - Deputi Bidang Pengembangan Strategi Dan Kebijakan LKPP Sarah Sadiqa menerima kunjungan dari perwakilan PT",Netral
833,"""Haloo Sobat Kredibel..Memeriahkan Hari Ulang Tahun Kemerdekaan RI ke-77, pada tanggal 17 Agustus 2022 berbagai perlombaan digelar oleh seluruh lapisan masyarakat..Nah, kalau Sobat Kredibel ikut memeriahkan HUT RI ke-77 dengan mengikuti perlombaan apa nih? 😄🇮🇩#LKPP#HUTRI77 https://t.co/wxpWD3cQ2l""",Netral
834,"""Thanks to INAPROC Call Center, cepat tanggap, hanya hitungan jam, request terselesaikan",Positif
835,"""LKPP sendiri, lanjut Anas, terus memperkuat sistem Katalog Elektronik sebagai “ujung tombak” sistem pengadaan nasional yang pro-produk dalam negeri (PDN) dan UMK-Koperasi.""",Netral
836,"""“Semoga ini menjadi bagian dari langkah kita bersama dalam mendorong penggunaan Katalog Elektronik oleh seluruh K/L/PD",Positif
837,"""Anas menjelaskan, dengan menerapkan sistem PBJP berbasis elektronik, maka proses pengadaan barang/jasa dapat berjalan sesuai dengan prinsip-prinsip pengadaan barang/jasa yakni efisien, efektif, terbuka dan bersaing, transparan, adil, tidak diskriminatif, dan akuntabel.""",Netral
838,"""“Kami mengapresiasi sepenuhnya atas hadirnya inovasi dari Mahmakah Agung ini",Positif
839,"""Kepala LKPP Abdullah Azwar Anas mengapresiasi kebijakan Mahkamah Agung (MA) yang juga terus menjalankan pengadaan secara profesional dan transparan",Wrong
840,"""Rizal Rivai, salah satu pelaku usaha yang pernah mengerjakan proyek pembangunan ADB mengatakan, bahwa seluruh kualifikasi dan persyaratan yang diumumkan bersifat transparan dan terbuka.""",Netral
841,"""Country Director Indonesia Resident Mission ADB Jiro Tominaga mengatakan, proyek pembangunan yang didanai ADB meliputi program perlindungan sosial, percepatan pemulihan ekonomi dan peningkatan ketahanan pangan serta isu perubahan iklim",Netral
842,"""Dwi menyebut, hal ini adalah bentuk sinergi Kementerian/Lembaga/Pemerintah Daerah (K/L/PD), pelaku usaha dan Mitra Pembangunan.""",Netral
843,"""Sebagaimana diketahui pendanaan pengadaan barang/jasa pemerintah tidak hanya bersumber dari APBN/APBD saja, namun sebagian juga bisa melalui dana pinjaman atau hibah dari Mitra Pembangunan",Netral
844,"""“Kegiatan ini adalah suatu kesempatan bagi para pelaku usaha untuk mengetahui cara memasuki dan mendapatkan paket pengadaan pemerintah yang dibiayai mitra pembangunan.“ kata Dwi dalam seminar peluang usaha secara daring, Rabu (27/07) di Jakarta",Netral
845,"""Proyek yang ditawarkan mulai dari Konsultan Perorangan hingga Kontrak Konstruksi yang bernilai besar",Netral
846,"""Jakarta - LKPP mendorong pelaku usaha untuk memperluas pasar dengan mengikuti pengadaan yang dibiayai Mitra Pemerintah.""",Netral
847,"""@LKPP_RI H""",Netral
848,"""Penilaian Kompetensi; Implementasi Penerapan Manajemen Kinerja; Penerapan Pemanfaatan Data – Sistem Informasi dan CAT",Netral
849,"""Adapun kategori BKN Award  terdiri dari  3 (tiga) kategori, yaitu: Pertama, kategori utama berupa Implementasi Manajemen ASN Terbaik",Net
850,"""Deputi Bidang Hukum dan Penyelesaian Sanggah LKPP Setya Budi Arijanta menyampaikan saat ini LKPP sangat concern  dalam memulihkan ekonomi terdampak pandemi dengan pro UMK-Koperasi, pro pemerataan ekonomi,--""",Netral
851,"""Sebagaimana arahan Presiden RI Joko Widodo bahwa 40% APBN/APBD wajib dialokasikan untuk penggunaan produk dalam negeri (PDN) dan produk usaha mikro, kecil, dan koperasi (UMK-Koperasi) untuk dapat menumbuhkan industri dalam negeri dan pemerataan ekonomi nasional.""",Positif
852,"""Jakarta - Peningkatan realisasi APBN untuk penggunaan Produk Dalam Negeri khususnya obat dan alat kesehatan melalui Katalog Elektronik hingga saat ini terus diupayakan oleh Pemerintah",Positif
853,"""Sekaligus sosialisasi tentang BELA Pengadaan yang dikelola oleh @lkpp_ri yang bekerjasama dengan @bhinneka yang akan banyak memberi peluang usaha bagi usaha mikro dan kecil dan untuk membantu pemulihan ekonomi bangsa.#okoce #bhinneka #belapengadaan  #banggabuatanIndonesia https://t.co/5WBMZjm99Y""",Positif
854,"""@LKPP_RI Mohon responnya admin, menanyakan pendaftaran akun individu menggunakan nip, di proses pengecekan nip tdk dapat ditampilkan begitu juga dikeluhkan rekan lainnya",Netral
855,"""@aqylah_nadya @sksnprk seharusnya ada rancangan kontraknya di aplikasi LPSE sih",Netral
856,"""@ZakkiAmali @LKPP_RI berapa maksimal harga mobil dinas?""",Netral
857,"""@Adhi_Faiz @aniesbaswedan @DKIJakarta @FIAFormulaE @dprddkijakarta @bpkri @LKPP_RI @kemendagri @KemenkeuRI @BPKPgoid 🤭🤭""",Netral
858,"""Yuk, dukung Koperasi Indonesia sebagai sendi kehidupan dan kemandirian ekonomi rakyat Indonesia",Positif
859,"""Melalui Aksi Afirmasi Penggunaan dan Pemanfaatan Produk Dalam Negeri (PDN) dalam rangka Bangga Buatan Indonesia, Pemerintah saat ini telah berupaya untuk mendorong 40% alokasi APBN/APBD untuk penggunaan PDN dan Usaha Mikro, Usaha Kecil dan Koperasi.""",Wrong
860,"""Selain Katalog Elektronik Sektoral, Kepala LKPP juga menghimbau kepada pengelola Katalog Elektronik Lokal yang mengalami kendala dalam membuat etalase, agar dapat mencontoh kabupaten atau pemda yang telah sukses membuat etalase dan-""",Netral
861,"""-bahwa per tanggal 20 Juni sudah ditayangkan 84.509 produk dalam Katalog Elektronik Sektoral dengan jumlah transaksi Rp17,2 T",Netral
862,"""Kepala LKPP Abdullah Azwar Anas dalam kesempatannnya menghadiri Rapat koordinasi Evaluasi dan Tindak Lanjut Aksi Afirmasi Penggunaan dan Pemanfaatan Produk Dalam Negeri dalam Rangka Bangga Buatan Indonesia menyampaikan- https://t.co/HTbhli1X1p""",Positif
863,"""Tujuan dikembangkannya system dashboard ini adalah untuk membantu pemerintah dalam memantau realisasi pengadaan dari masing-masing K/L/PD, sehingga akan terlihat informasi penggunaan PDN yang dilakukan oleh masing masing K/L/PD di seluruh Indonesia.""",Netral
864,"""-dengan sistem pendukung yang dikembangkan oleh LKPP, Telkom dan instansi pemerintah lainnya, yang memiliki sistem informasi terkait PBJP.""",Netral
865,"""Salah satu aksi LKPP dalam mengawal penggunaan PDN dalam PBJP adalah melalui pengembangan dashboard system informasi pengadaan nasional yang terintegerasi- https://t.co/Gx4Fr4L5VB""",Positif
866,"""serta secara rutin memantau proses pengadaan, pengintegrasian sistem data dan sistem informasi yang terus dikembangkan hingga saat ini.""",Netral
867,"""Sejak diresmikannya GNBBI oleh Presiden, LKPP telah melakukan beragam inovasi guna memudahkan pelaku usaha untuk turut serta dalam pengadaan barang/jasa pemerintah (PBJP)""",Positif
868,"""Lampung - LKPP secara konsisten mendukung Gerakan Nasional Bangga Buatan Indonesia (GNBBI), yang merupakan giat kolaborasi berbagai pihak baik kementerian, Lembaga, Pemerintah Daerah hingga pelaku usaha untuk bangga menggunakan produk dalam negeri (PDN)",Positif
869,"""Rabu (22/06), Kepala BPSDM Jabar Hery Antasari melakukan audiensi langsung ke LKPP RI",Wrong
870,"""Jakarta - LKPP terus mendorong realisasi APBN/APBD senilai Rp400 triliun untuk penggunaan Produk Dalam Negeri (PDN) dan Usaha Mikro, Usaha Kecil, dan Koperasi (UMK-Koperasi) dalam rangka gerakan Bangga Buatan Indonesia (BBI).""",Netral
871,"""alhamdulillah ketemu dan berdiskusi kembali, dengan salah satu putra terbaik bangsa, pak Agus Prabowo mantan kepala @LKPP_RI https://t.co/otgtl4tcAC""",Positif
872,"""5",Netral
873,"""5",Netral
874,"""@tempodotco @LKPP_RI dong yang mendetailkan @ArizaPatria .""",Netral
875,"""--Dengan teknologi ini, semua data secara otomatis terdistribusi ke semua pihak, sehingga semakin transparan dan akuntabel",Netral
876,"""“Setelah pemangkasan tahapan/pemangkasan birokrasi di e-katalog, inilah saatnya mengakselerasi business process dan transparansinya melalui teknologi blockchain.--""",Netral
877,"""Dari sisi teknologi, lanjut Anas, LKPP berencana melakukan transformasi dengan teknologi blockchain",Positif
878,"""Adapun terkait target kinerja LKPP pada 2023, Anas melaporkan kepada DPR sebesar 1,5 juta produk tayang di e-Katalog.“Kami juga meningkatkan target nilai SAKIP menjadi sangat baik, serta peningkatan nilai reformasi birokrasi menjadi berpredikat A,” papar Anas",Positif
879,"""Anas menambahkan, LKPP kini bersama sejumlah kementerian/lembaga juga sedang merampungkan kodefikasi barang agar lebih terintegrasi sehingga akan memudahkan pemerintah dalam memotret penggunaan produk dalam negeri dalam belanja pemerintah",Wrong
880,"""Anas menyampaikan upaya lebih lanjut dalam upaya mendorong P3DN (Peningkatan penggunaan Produk Dalam Negeri) adalah dengan membantu UMK onboarding dalam Toko Daring di daerah.""",Netral
881,"""“Ada intruksi khusus Bapak Presiden Jokowi dalam Ratas yang dituangkan dalam Inpres yakni memberikan pelayanan dan perlindungan kepada K/L yang membutuhkan peran Polri untuk program pengadaan barang/jasa pemerintah,” kata Anas dalam paparannya.""",Netral
882,"""Pertemuan ini dihadiri oleh Wakapolri, serta pejabat internal tinggi Polri, Kapolda, hingga Polres, dan Pejabat PPK",Netral
883,"""Jakarta - Kepala LKPP Abdullah Azwar Anas mengisi forum “Peningkatan Penggunaan Produk Dalam negeri (P3DN) Guna Mendukung Gerakan Nasional Bangga Buatan Indonesia (BBI)” pada Rapat Koordinasi yang digelar oleh Polri, Jumat (03/06) di Mabes Polri, Jakarta",Netral
884,"""Tercium Aroma Tak Sedap Terkait Pembelanjaan Barang Dan Jasa Pemerintah Di BPKAD Jatim @JatimPemprov @LKPP_RI@KejaksaanRIhttps://t.co/JHw0e6sRhq""",Negatif
885,"""Dalam SE tersebut selain dijelaskan tata cara evaluasi kewajaran harga, juga terdapat contoh format dokumen untuk memudahkan Pokja melaksanakan evaluasi kewajaran harga",Netral
886,"""LKPP menerbitkan SE Kepala LKPP Nomor 4 Tahun 2022 Tentang Pedoman Pelaksanaan Tertib Evaluasi Kewajaran Harga Pada Tender Barang/Jasa Lainnya Dan Pekerjaan Konstruksi",Netral
887,"""Halo Sobat Kredibel, dalam rangka memberikan penjelasan teknis pelaksanaan evaluasi kewajaran harga pada Tender Barang/Jasa Lainnya dan Pekerjaan Konstruksi bagi Pokja Pemilihan, #LKPP #pbj #hargawajar #evaluasikewajaranharga https://t.co/zpzU2CVgrb""",Netral
888,"""Dear para pemangku jabatan di @LKPP_RI ...Kenapa server masih down?Pak @jokowi bagaimana kita mau tayang produk dalam negeri kalau server down?""",Negatif
889,"""@LKPP_RI Apakah server e-Catalogue LKPP hari ini Down?""",Wrong
890,"""Untuk setiap kategori diberikan masing-masing kepada 5 Pemerintah Provinsi, 5 Pemerintah Kabupaten dan 5 Pemerintah Kota.""",Netral
891,"""Empat kategori penghargaan yang diberikan oleh Kemendagri yakni kategori Realisasi Pendapatan Daerah tertinggi, Realisasi Belanja Daerah Tertinggi, Realisasi Peningkatan Pendapatan Asli Daerah (PAD) tertinggi, dan kategori Realisasi Program Taspen (Taspen Award).""",Netral
892,"""--dan dibuka langsung oleh Menteri Dalam Negeri M",Netral
893,"""Jakarta - Kepala LKPP Abdullah Azwar Anas menghadiri acara Penganugerahan Realisasi APBD dan Rapat Koordinasi Nasional (Rakornas) Keuangan Daerah Tahun 2022 yang diselenggarakan oleh Kementerian Dalam Negeri (Kemendagri)-- https://t.co/r9EdC5hQiO""",Netral
894,"""Halo #Sobatkom!Gelaran Business Matching Tahap III kembali digelar di Jakarta Convention Center (JCC) pada 30-31 Mei 2022.@kemenkomarves @LKPP_RI @KemenPU #sakuinformasi#sakuineko2 https://t.co/EmCTP2IRTo""",Netral
895,"""Bagi LKPP, Anas berharap di hari lahir Pancasila ini, pegawai LKPP dapat bekerja keras ditengah kesulitan ekonomi dan masalah bangsa",Positif
896,"""Kepala LKPP juga berpesan bahwa dalam mendorong pemerataan ekonomi, insan pengadaan dapat mendorong pembangunan Katalog Elektronik Lokal.""",Positif
897,"""Saat mengikuti upacara Hari Lahir Pancasila secara daring dari kantor LKPP, Kepala LKPP berpesan bahwa hari lahir Pancasila ini dapat dijadikan momentum untuk insan pengadaan bangkit dan mendorong pemerataan ekonomi seperti harapan dari Preiden RI pertama Ir",Positif
898,"""“Pancasila bukan hanya telah mempersatukan kita semua, Pancasila juga telah menjadi bintang penuntun ketika bangsa Indonesia menghadapi tantangan dan ujian-ujian.” https://t.co/JKE7wVoT64""",Positif
899,"""Dalam amanatnya, Presiden RI ke-7 Joko Widodo mengajak seluruh komponen bangsa Indonesia untuk bersama-sama membumikan Pancasila dan mengaktualisasikan nilai-nilai luhur Pancasila dalam kehidupan bermasyarakat, berbangsa dan bernegara.""",Wrong
900,"""Hari lahir Pancasila yang ditetapkan sebagai hari besar Nasional sejak tahun 2016 melalui Keputusan Presiden Nomor 24 Tahun 2016 tentang Hari Lahir Pancasila ini diperingati agar seluruh komponen bangsa Indonesia mengingat Pancasila sebagai ideologi bangsa",Netral
901,"""Jakarta – Peringati Hari Lahir Pancasila, Kepala Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah (LKPP) Abdullah Azwar Anas mengikuti upacara peringatan Hari Lahir Pancasila yang dilaksanakan secara hybrid dan dipimpin oleh Presiden RI Joko Widodo pada Rabu (1/6)",Netral
902,"""Selamat Hari Lahir Pancasila, 1 Juni 2022Sobat Kredibel, mari kita terus berjuang bersama perkokoh persatuan dan kesatuan bangsa untuk Indonesia maju dan sejahtera..Bangkit Bersama Membangun Peradaban Dunia!#LKPP#HariLahirPancasila https://t.co/AgFcVqbyXp""",Positif
903,"""@LKPP_RI Mungkin perlu dipermudah lagi dokumen syarat pembayarannya""",Netral
904,"""Pemerintah juga mendorong K/L/PD untuk memprioritaskan belanja pemerintah dengan anggaran APBN/APBD untuk penggunaan Produk Dalam Negeri dan produk Usaha Mikro, Usaha Kecil, dan Koperasi (UMK-Koperasi).""",Netral
905,"""Hal ini sesuai dengan amanat Pasal 69, Perpres No.16 Tahun 2018 beserta perubahannya bahwa penyelenggaraan PBJ dilaksanakan secara elektronik melalui SPSE dan sistem pendukung sejak perencanaan hingga serah terima pekerjaan, termasuk pengelolaan penyedia dan katalog elektronik.""",Netral
906,"""--Pekerjaan rumah kita bersama adalah bagaimana pengadaan bisa dilakukan keseluruhan secara elektronik end-to-end 100%",Netral
907,"""“Profil pengadaan nasional 2021, belanja Pengadaan Barang/Jasa (PBJ) kita sangat besar, anggaran belanja K/L/PD yakni 2.200 triliun dengan anggaran belanja pengadaan sekitar 1.100 triliun",Netral
908,"""Hal ini dilakukan pasca terbentuknya LPSE Bawaslu sebagai Sistem Pengadaan Secara Elektronik (SPSE) service provider.""",Netral
909,"""Bogor - Tindak lanjut pasca penandatanganan Perjanjian Kerja Sama antara LKPP dan Bawaslu, Direktur Pengembangan Sistem Pengadaan Secara Elektronik LKPP Patria Susantosa hadir memberikan sharing session seputar strategi pengadaan di lingkungan Bawaslu",Wrong
910,"""#sobatpengadaanSaat ini program @BlangkonJateng sdh dapat bertransaksi s.d 200jt/transaksi lho..Yuk daftarkan usahamu dlm marketplace melalui pelatihan online..Caranya bs dsimak melalui infografis terlampir y..#transparansipengadaan @ganjarpranowo @LKPP_RI @provjateng https://t.co/FLiSdoMBEF""",Positive
911,"""@LKPP_RI Buat akun pengelolanya lamaaaaa""",Neutral
912,"""“Dengan katalog lokal tentunya akan menjadikan (UMK-Koperasi) lokal sebagai pemain utama di tingkat lokal,” pungkas Anas""",Positive
913,"""Selain memberikan dukungan kepada UMK-Koperasi untuk masuk ke dalam Katalog Elektronik Lokal, LKPP juga terus mendorong Pemerintah Daerah untuk membangun Katalog Elektronik Lokal",Positive
914,"""Katalog Elektronik Lokal dari 9 tahap menjadi 2 tahap, dan 8 tahap menjadi 2 tahap untuk Katalog Elektronik Nasional.""",Neutral
915,"""Kemudahan lainnya yang diberikan oleh LKPP kepada pelaku UMK-Koperasi, untuk dapat menayangkan produknya dalam Katalog Elektronik Lokal adalah dengan memangkas proses masuknya produk ke dalam Katalog Elektronik.""",Positive
916,"""Anas memaparkan 301 jenis produk yang wajib ber-SNI adalah yang berkaitan dengan keselamatan jiwa seperti air minum kemasan, helm, kabel listrik, ban, dan sebagainya",Neutral
917,"""--Maka setelah kami berkoordinasi dengan Badan Standardisasi Nasional, yang wajib ber-SNI hanya 301 jenis produk",Positive
918,"""“Perpresnya sudah jelas, UMK harus dibeli oleh APBN/APBD, tetapi selama ini sulit dieksekusi karena di katalog elektronik terlalu banyak persyaratan.--""",Neutral
919,"""Sesuai arahan Presiden Joko Widodo, kewajiban pemenuhan sertifikat Standar Nasional Indonesia (SNI) dalam PBJP, khususnya untuk barang/jasa yang tidak berkaitan dengan keselamatan, telah dihapus",Positive
920,"""Integrasi sistem besar yang saat ini sedang dikembangkan oleh LKPP bekerjasama dengan PT Telkom disebut akan menjadi sebuah lompatan sejarah bagi sistem keuangan dan belanja pemerintah Indonesia.""",Netral
921,"""Kepala LKPP Abdullah Azwar Anas mengatakan, Presiden Joko Widodo telah memberikan arahan untuk membangun biggest marketplace untuk PBJP",Positif
922,"""LKPP bersama Telkom melakukan rapat bersama tindak lanjut integrasi sistem keuangan negara dan pengadaan barang/jasa pemerintah dalam satu ekosistem belanja negara",Netral
923,"""Aris berharap dengan dilaksanakannya kegiatan ini peserta kegiatan mendapatkan tambahan ilmu dari para narasumber.""",Netral
924,"""sehingga membuat pengadaan barang/jasa di Indonesia menjadi lebih baik kedepannya.""",Positif
925,"""Direktur Advokasi Pemerintah Pusat LKPP M",Netral
926,"""Kegiatan Probity Advice merupakan proses advokasi dalam PBJ yang dilaksanakan secara konsisten sesuai dengan prinsip penegakan integritas, kebenaran, dan kejujuran serta memenuhi ketentuan perundangan berlaku yang bertujuan mencapai value for money dalam pengadaan barang/jasa",Positif
927,"""LKPP turut mengembangkan inovasi guna mewujudkan pengadaan yang kredibel dengan menerapkan prinsip-prinsip pengadaan barang/jasa yaitu melalui kegiatan Probity Advice.""",Positif
928,"""Jakarta - Dalam upaya meningkatkan efektivitas dan efisiensi penyelesaian permasalahan pada pelaksanaan proses pengadaan Barang/Jasa Pemerintah (PBJP), https://t.co/94IyKBlPV9""",Netral
929,"""@hyang_wisnu @kemkominfo @PlateJohnny @jokowi @LKPP_RI @PlateJohnny menyatakan kesiapan untuk memberikan dukungan untuk pengadaan barang dan jasa pemerintah yang menjadi tugas LKPP.@kemkominfo""",Wrong
930,"""Jakarta – Kepala LKPP Abdullah Azwar Anas didampingi Sekretaris Utama Robin Asad Suryo dan Deputi Bidang Pengembangan dan Pembinaan SDM Sutan Suangkupon Lubis melakukan audiensi ke Kementerian Pendayagunaan Aparatur Negara dan Reformasi Birokarasi (KemenPANRB), Jumat (08/04)",Netral
931,"""@polkawarnft @lkjh489354 @LKPP_RI @LKBajpaiBJP #MoveToEarn #PolkaWarMoveToEarn""",Netral
932,"""Harapannya, dengan pendampingan LKPP terhadap proyek peningkatan jalan Empunala di Kota Mojokerto dapat berjalan dengan lancar sesuai waktu yang telah ditentukan dan terhindar dari permasalahan yang mungkin timbul di kemudian hari",Positif
933,"""Oleh karena itu kegiatan peningkatan jalan Empunala diharapkan dapat meningkatkan tingkat aksesibilitas warga sehingga nantinya dapat membuka peluang usaha dan investasi seluas-luasnya.""",Positif
934,"""Walikota Mojokerto Ika Puspitasari mengatakan, jalan Empunala Kota Mojokerto yang merupakan kota penyangga Kota Surabaya, memerlukan infrastruktur yang memadai dan dilakukan banyak perbaikan",Netral
935,"""“Setelah melakukan koordinasi dengan LKPP, semoga permasalahan dan isu yang dialami oleh Kota Mojokerto dapat segera terurai.” Kata Anas.""",Positif
936,"""Kepala LKPP Abdullah Azwar Anas berharap melalui pendampingan LKPP terhadap pekerjaan jalan Empunala dapat berjalan dengan lancar dan tidak ada permasalahan yang timbul di kemudian hari.""",Positif
937,"""menerima audiensi Walikota Kota Mojokerto Ika Puspitasari beserta jajaran terkait pendampingan pekerjaan peningkatan jalan Empunala secara daring pada Kamis (07/04)",Netral
938,"""Jakarta - Kepala LKPP didampingi oleh Deputi Bidang Hukum Dan Penyelesaian Sanggah Setya Budi Arijanta dan Direktur Penanganan Permasalahan Hukum Jhon Piter H",Netral
939,"""Turut hadir dalam diskusi, Deputi Bidang Monitoring-Evaluasi Dan Pengembangan Sistem Informasi LKPP Gatot Pambudhi Poetranto dan Deputi Bidang Hukum Dan Penyelesaian Sanggah LKPP Setya Budi Arjianta.""",Netral
940,"""“Kami harap dapat memaksimalkan PDN dan UMK-Koperasi di Kab",Positif
941,"""Bupati Kabupaten Bojonegoro Ana Mu’awanah mengatakan anggaran Dana Desa di Kabupaten Bojonegoro dengan jumlah Rp452 miliar diharapkan dapat dimanfaatkan oleh UMK-Koperasi dan peningkatan penggunaan produk lokal",Positif
942,"""“Melalui Katalog Elektronik, persaingan usaha terbuka sangat besar",Positif
