,tweetid,guid,author,title,description,pubdate,favorite_count,retweet_count,tweet_type,in_reply_to_screen_name,in_reply_to_user_id,in_reply_to_status_id,retweeted_screen_name,retweeted_user_id,retweeted_status_id,user_id,profile_image_url,user_statuses_count,user_friends_count,user_followers_count,user_created_at,user_location,capres,Sentiment
1398,1667027803316031488,https://twitter.com/I_Guswar/statuses/1667027803316031488,I_Guswar,"RT @tvOneNews: Ketua Umum Partai Demokrat, Agus Harimurti Yudhoyono (AHY) sepakat ada pihak-pihak yang ingin melakukan penggembosan bakal c…","Ketua Umum Partai Demokrat, Agus Harimurti Yudhoyono (AHY) sepakat ada pihak-pihak yang ingin melakukan penggembosan bakal calon presiden (Bacapres) Anies Baswedan.

Simak berita selengkapnya hanya di https://t.co/1stmBrP6qQ
#HardNews_Politik #NewsOne #CariBeritaditvOne… https://t.co/8Q7MqUyLum https://t.co/DueA6t7RS0",2023-06-09 00:36:14,0,16,retweet,,0,0,tvOneNews,55507370,1667026634657112064,107606747,https://pbs.twimg.com/profile_images/980070467569516544/hescbS_D_normal.jpg,67226,747,515,2010-01-22 22:39:36,Muaro Jambi,Anies Baswedan,neutral
1417,1667027159549100033,https://twitter.com/apelo13780494/statuses/1667027159549100033,apelo13780494,"@NenkMonica PAK ANIES YG TERHORMAT, SEBAIKNYA ANDA BERPRILAKULAH YG BAIK. JANGAN MENGATAKAN SESUATU  YG TDK SAMA DGN FAKTA PERBUATAN ANDA. ITU NAMANYA BERBOHONG DAN MEMBODOHI PUBLIK.

KLO ANDA MAU MENANG BERPRILAKULAH YG BAIK.
JGN MEMBODOHI RAKYAT.

https://t.co/I8pRXMVHML","@NenkMonica PAK ANIES YG TERHORMAT, SEBAIKNYA ANDA BERPRILAKULAH YG BAIK. JANGAN MENGATAKAN SESUATU  YG TDK SAMA DGN FAKTA PERBUATAN ANDA. ITU NAMANYA BERBOHONG DAN MEMBODOHI PUBLIK.

KLO ANDA MAU MENANG BERPRILAKULAH YG BAIK.
JGN MEMBODOHI RAKYAT.

https://t.co/I8pRXMVHML",2023-06-09 00:33:41,0,0,reply,NenkMonica,1040306964100669440,1666717071718371330,,0,0,1001927247744266240,https://pbs.twimg.com/profile_images/1341698095294255104/JZvAD-qz_normal.jpg,978,2744,2509,2018-05-30 16:44:05,Jakarta Barat,Anies Baswedan,negative
1434,1667026401705480192,https://twitter.com/jamalkobain666_/statuses/1667026401705480192,jamalkobain666_,@tempodotco Wkwkwkwk Anies Baswedan adalah dewa 😛,@tempodotco Wkwkwkwk Anies Baswedan adalah dewa 😛,2023-06-09 00:30:40,0,0,reply,tempodotco,18129942,1667021058648731649,,0,0,1491964091883085824,https://pbs.twimg.com/profile_images/1659046193232760832/1F2xWb_Y_normal.jpg,21557,670,66,2022-02-10 21:35:56,Tangerang Selatan,Anies Baswedan,negative
1439,1667026182007816192,https://twitter.com/rickythong1/statuses/1667026182007816192,rickythong1,"RT @geloraco: Faizal Assegaf Sarankan Prabowo Subianto Merapat ke Anies Baswedan Daripada Berharap ke Jokowi
https://t.co/UfMWGrDoPg","Faizal Assegaf Sarankan Prabowo Subianto Merapat ke Anies Baswedan Daripada Berharap ke Jokowi
https://t.co/UfMWGrDoPg",2023-06-09 00:29:48,0,34,retweet,,0,0,geloraco,3319260420,1666996085611704321,479248583,https://pbs.twimg.com/profile_images/1293908744330346496/8sVHif5W_normal.jpg,29936,1823,890,2012-01-31 00:24:55,Jakarta Barat,Anies Baswedan,neutral
1440,1667026150978383873,https://twitter.com/rickythong1/statuses/1667026150978383873,rickythong1,"RT @tvOneNews: Denny Indrayana Sebut Suharso Monoarfa ""Dipecat"" PPP karena 4 Kali Bertemu Anies Baswedan https://t.co/DupFpBudnm","Denny Indrayana Sebut Suharso Monoarfa ""Dipecat"" PPP karena 4 Kali Bertemu Anies Baswedan https://t.co/DupFpBudnm",2023-06-09 00:29:40,0,215,retweet,,0,0,tvOneNews,55507370,1666981954657587200,479248583,https://pbs.twimg.com/profile_images/1293908744330346496/8sVHif5W_normal.jpg,29936,1823,890,2012-01-31 00:24:55,Jakarta Barat,Anies Baswedan,neutral
1448,1667025878805778432,https://twitter.com/guntur_setiyaji/statuses/1667025878805778432,guntur_setiyaji,"RT @abwnews_: Kiai Sefudin, Tokoh NU Banyumas Ajak Warga Dukung Anies Baswedan

https://t.co/Qt4B8nRp4Y","Kiai Sefudin, Tokoh NU Banyumas Ajak Warga Dukung Anies Baswedan

https://t.co/Qt4B8nRp4Y",2023-06-09 00:28:36,0,350,retweet,,0,0,abwnews_,1185767973111263233,1666599781140144129,1557613083220054017,https://pbs.twimg.com/profile_images/1565865412822110209/0ge1p8F9_normal.jpg,2935,201,31,2022-08-11 02:21:32,Kota Bogor,Anies Baswedan,neutral
1470,1667025264684171265,https://twitter.com/Halaman1Google_/statuses/1667025264684171265,Halaman1Google_,"@Miduk17 @SenoWerkudoro5 mata lu selama ini picek jontor
, tuh jakarta udah duluan dapet era Anies Baswedan.

gw kasih senter biar keliatan 🐸 https://t.co/HMigeVjhdT","@Miduk17 @SenoWerkudoro5 mata lu selama ini picek jontor
, tuh jakarta udah duluan dapet era Anies Baswedan.

gw kasih senter biar keliatan 🐸 https://t.co/HMigeVjhdT",2023-06-09 00:26:09,3,0,reply,Miduk17,1102461866129776640,1666981638755209217,,0,0,589855342,https://pbs.twimg.com/profile_images/1653849928261836800/ryVOcLYX_normal.jpg,5229,516,165,2012-05-25 05:40:44,Jakarta Barat,Anies Baswedan,neutral
1476,1667025033674506240,https://twitter.com/JulidMama/statuses/1667025033674506240,JulidMama,Anies Baswedan Bapak Politik Identitas https://t.co/L4amsQ6GFf,Anies Baswedan Bapak Politik Identitas https://t.co/L4amsQ6GFf,2023-06-09 00:25:14,0,0,original,,0,0,,0,0,1619025563322298368,https://pbs.twimg.com/profile_images/1619027334170046464/iKtCyCak_normal.jpg,698,10,1,2023-01-27 12:33:06,Bangka Barat,Anies Baswedan,neutral
1477,1667024993283354627,https://twitter.com/JulidMama/statuses/1667024993283354627,JulidMama,Anies Baswedan Bapak Politik Identitas https://t.co/htfuCq5Hui,Anies Baswedan Bapak Politik Identitas https://t.co/htfuCq5Hui,2023-06-09 00:25:04,0,0,original,,0,0,,0,0,1619025563322298368,https://pbs.twimg.com/profile_images/1619027334170046464/iKtCyCak_normal.jpg,698,10,1,2023-01-27 12:33:06,Bangka Barat,Anies Baswedan,neutral
1478,1667024969874956288,https://twitter.com/JulidMama/statuses/1667024969874956288,JulidMama,Anies Baswedan Bapak Politik Identitas https://t.co/nNGfUzXnoP,Anies Baswedan Bapak Politik Identitas https://t.co/nNGfUzXnoP,2023-06-09 00:24:59,0,0,original,,0,0,,0,0,1619025563322298368,https://pbs.twimg.com/profile_images/1619027334170046464/iKtCyCak_normal.jpg,698,10,1,2023-01-27 12:33:06,Bangka Barat,Anies Baswedan,neutral
1479,1667024943232733185,https://twitter.com/JulidMama/statuses/1667024943232733185,JulidMama,Anies Baswedan Bapak Politik Identitas https://t.co/xqOgiR9vD1,Anies Baswedan Bapak Politik Identitas https://t.co/xqOgiR9vD1,2023-06-09 00:24:52,0,0,original,,0,0,,0,0,1619025563322298368,https://pbs.twimg.com/profile_images/1619027334170046464/iKtCyCak_normal.jpg,698,10,1,2023-01-27 12:33:06,Bangka Barat,Anies Baswedan,neutral
1480,1667024913075703808,https://twitter.com/JulidMama/statuses/1667024913075703808,JulidMama,Anies Baswedan Bapak Politik Identitas https://t.co/lJ83cfnuex,Anies Baswedan Bapak Politik Identitas https://t.co/lJ83cfnuex,2023-06-09 00:24:45,0,0,original,,0,0,,0,0,1619025563322298368,https://pbs.twimg.com/profile_images/1619027334170046464/iKtCyCak_normal.jpg,698,10,1,2023-01-27 12:33:06,Bangka Barat,Anies Baswedan,neutral
1484,1667024734708719618,https://twitter.com/guntur_setiyaji/statuses/1667024734708719618,guntur_setiyaji,"RT @Yurissa_Samosir: Anies Rasyid Baswedan S.E..,M.P.P..,Ph.D....Pendidikan dan gelarnya jelas banget, serta Pak Anies terbukti mampu merub…","Anies Rasyid Baswedan S.E..,M.P.P..,Ph.D....Pendidikan dan gelarnya jelas banget, serta Pak Anies terbukti mampu merubah jakarta menjadi lebih baik 🥰 https://t.co/icxWMpyD0H",2023-06-09 00:24:03,0,248,retweet,,0,0,Yurissa_Samosir,1456283686312103939,1666819345413185537,1557613083220054017,https://pbs.twimg.com/profile_images/1565865412822110209/0ge1p8F9_normal.jpg,2935,201,31,2022-08-11 02:21:32,Kota Bogor,Anies Baswedan,positive
1494,1667024388527636480,https://twitter.com/yanaja095/statuses/1667024388527636480,yanaja095,"RT @Yurissa_Samosir: Anies Rasyid Baswedan S.E..,M.P.P..,Ph.D....Pendidikan dan gelarnya jelas banget, serta Pak Anies terbukti mampu merub…","Anies Rasyid Baswedan S.E..,M.P.P..,Ph.D....Pendidikan dan gelarnya jelas banget, serta Pak Anies terbukti mampu merubah jakarta menjadi lebih baik 🥰 https://t.co/icxWMpyD0H",2023-06-09 00:22:40,0,248,retweet,,0,0,Yurissa_Samosir,1456283686312103939,1666819345413185537,907806688144629760,https://pbs.twimg.com/profile_images/1627844803806531584/eeuLP_kD_normal.jpg,19463,1101,1020,2017-09-12 23:22:35,Bandung Barat,Anies Baswedan,positive
1512,1667023467705946113,https://twitter.com/pkstamara/statuses/1667023467705946113,pkstamara,"PKS Menang Anies Baswedan Presiden
#pksno8
#pembelarakyat https://t.co/WL4gjxGikO","PKS Menang Anies Baswedan Presiden
#pksno8
#pembelarakyat https://t.co/WL4gjxGikO",2023-06-09 00:19:01,1,0,original,,0,0,,0,0,733557557625675776,https://pbs.twimg.com/profile_images/1333071965423169539/86mJicwQ_normal.jpg,561,148,462,2016-05-20 03:18:45,Kota Bekasi,Anies Baswedan,neutral
1524,1667023316669059073,https://twitter.com/sextonScots700/statuses/1667023316669059073,sextonScots700,Anies Baswedan bapak politik identitas https://t.co/OHRaP2dhxC,Anies Baswedan bapak politik identitas https://t.co/OHRaP2dhxC,2023-06-09 00:18:25,0,0,original,,0,0,,0,0,2503224871,https://pbs.twimg.com/profile_images/523532602544623616/Wn8ZCc_D_normal.jpeg,473,5,1,2014-05-17 23:20:27,Palu,Anies Baswedan,neutral
1531,1667023018571472896,https://twitter.com/marSyaheedAS/statuses/1667023018571472896,marSyaheedAS,"RT @tvOneNews: Denny Indrayana Sebut Suharso Monoarfa ""Dipecat"" PPP karena 4 Kali Bertemu Anies Baswedan https://t.co/DupFpBudnm","Denny Indrayana Sebut Suharso Monoarfa ""Dipecat"" PPP karena 4 Kali Bertemu Anies Baswedan https://t.co/DupFpBudnm",2023-06-09 00:17:14,0,215,retweet,,0,0,tvOneNews,55507370,1666981954657587200,92365841,https://pbs.twimg.com/profile_images/1603696360481763328/BNzx29kq_normal.jpg,361860,3053,2480,2009-11-24 16:07:46,Kota Bekasi,Anies Baswedan,neutral
1555,1667022204553564160,https://twitter.com/kartiko_yudo/statuses/1667022204553564160,kartiko_yudo,"RT @tvOneNews: Denny Indrayana Sebut Suharso Monoarfa ""Dipecat"" PPP karena 4 Kali Bertemu Anies Baswedan https://t.co/DupFpBudnm","Denny Indrayana Sebut Suharso Monoarfa ""Dipecat"" PPP karena 4 Kali Bertemu Anies Baswedan https://t.co/DupFpBudnm",2023-06-09 00:13:59,0,215,retweet,,0,0,tvOneNews,55507370,1666981954657587200,795837390,https://pbs.twimg.com/profile_images/1583829339568996357/WtY8wO2f_normal.jpg,33910,669,502,2012-09-01 06:59:44,Kota Medan,Anies Baswedan,neutral
1556,1667022149289414657,https://twitter.com/up_pray/statuses/1667022149289414657,up_pray,"RT @IMCMushroom: Ini Prestasi Anies Baswedan. 
Prestasi Ganjar menurut Hasto PDIP apa ? https://t.co/2lCDP1BZAs","Ini Prestasi Anies Baswedan. 
Prestasi Ganjar menurut Hasto PDIP apa ? https://t.co/2lCDP1BZAs",2023-06-09 00:13:46,0,66,retweet,,0,0,IMCMushroom,744575917,1666669680474591233,2222765522,https://pbs.twimg.com/profile_images/414266997929562112/BWdg-IGF_normal.jpeg,19778,768,600,2013-11-30 03:58:16,Jakarta Barat,Anies Baswedan,neutral
1560,1667021984142876673,https://twitter.com/Wiparayudha/statuses/1667021984142876673,Wiparayudha,"RT @ElfizaEnny: @emerson_yuntho Yg ga dipilih Prabowo, Ganjar, Airlangga
Yg akan dipilih ANIES BASWEDAN.","@emerson_yuntho Yg ga dipilih Prabowo, Ganjar, Airlangga
Yg akan dipilih ANIES BASWEDAN.",2023-06-09 00:13:07,0,1,retweet,,0,0,ElfizaEnny,1033993501694779393,1666740422595706881,1603532910682071041,https://pbs.twimg.com/profile_images/1603952460183515136/BkLBONoW_normal.jpg,8892,417,506,2022-12-15 18:30:30,Surabaya,Anies Baswedan,neutral
1562,1667021945651752960,https://twitter.com/I_Guswar/statuses/1667021945651752960,I_Guswar,"RT @Yurissa_Samosir: Anies Rasyid Baswedan S.E..,M.P.P..,Ph.D....Pendidikan dan gelarnya jelas banget, serta Pak Anies terbukti mampu merub…","Anies Rasyid Baswedan S.E..,M.P.P..,Ph.D....Pendidikan dan gelarnya jelas banget, serta Pak Anies terbukti mampu merubah jakarta menjadi lebih baik 🥰 https://t.co/icxWMpyD0H",2023-06-09 00:12:58,0,248,retweet,,0,0,Yurissa_Samosir,1456283686312103939,1666819345413185537,107606747,https://pbs.twimg.com/profile_images/980070467569516544/hescbS_D_normal.jpg,67226,747,515,2010-01-22 22:39:36,Muaro Jambi,Anies Baswedan,positive
1568,1667021805897551872,https://twitter.com/triwahyuutama15/statuses/1667021805897551872,triwahyuutama15,"Wakil Ketua Umum Partai Nasdem, Ahmad Ali menuding Partai Demokrat tengah mengancam akan hengkang jika Agus Harimurti Yudhoyono tak dipilih menjadi bakal calon wakil presiden Anies Baswedan.
https://t.co/oFLa9YC9nw https://t.co/E08RmOf1SS","Wakil Ketua Umum Partai Nasdem, Ahmad Ali menuding Partai Demokrat tengah mengancam akan hengkang jika Agus Harimurti Yudhoyono tak dipilih menjadi bakal calon wakil presiden Anies Baswedan.
https://t.co/oFLa9YC9nw https://t.co/E08RmOf1SS",2023-06-09 00:12:24,0,0,original,,0,0,,0,0,373848200,https://pbs.twimg.com/profile_images/1605300400231682056/MWFgP6Ts_normal.jpg,10691,476,107,2011-09-15 04:39:33,Semarang,Anies Baswedan,neutral
1575,1667021571624669184,https://twitter.com/Na_T1N4/statuses/1667021571624669184,Na_T1N4,"RT @tvOneNews: Denny Indrayana Sebut Suharso Monoarfa ""Dipecat"" PPP karena 4 Kali Bertemu Anies Baswedan https://t.co/DupFpBudnm","Denny Indrayana Sebut Suharso Monoarfa ""Dipecat"" PPP karena 4 Kali Bertemu Anies Baswedan https://t.co/DupFpBudnm",2023-06-09 00:11:29,0,215,retweet,,0,0,tvOneNews,55507370,1666981954657587200,174453386,https://pbs.twimg.com/profile_images/1528702879145824256/TJHtVXCF_normal.jpg,42778,885,698,2010-08-03 19:45:01,Jakarta Barat,Anies Baswedan,neutral
1585,1667021191553617921,https://twitter.com/Yatruchiyatthea/statuses/1667021191553617921,Yatruchiyatthea,"RT @BosPurwa: Ikutan ah..
Anies  Baswedan retweet 🔃
King Purwa Like 👌😅 https://t.co/ChSr4InDHf","Ikutan ah..
Anies  Baswedan retweet 🔃
King Purwa Like 👌😅 https://t.co/ChSr4InDHf",2023-06-09 00:09:58,0,1577,retweet,,0,0,BosPurwa,1068371293290946561,1666428027444826114,765452636824870912,https://pbs.twimg.com/profile_images/1644699388944723975/okWQXCZo_normal.jpg,2411,2187,235,2016-08-16 03:38:25,Kota Bekasi,Anies Baswedan,neutral
1594,1667021027870924801,https://twitter.com/alifnuranhar1/statuses/1667021027870924801,alifnuranhar1,"RT @tvOneNews: Sekretaris Jenderal PDIP Hasto Kristiyanto membantah partainya sedang berupaya menjegal Anies Baswedan maju capres 2024.

Di…","Sekretaris Jenderal PDIP Hasto Kristiyanto membantah partainya sedang berupaya menjegal Anies Baswedan maju capres 2024.

Dia mengatakan tanpa dijegal PDIP, masyarakat juga sudah bisa menilai kinerja Anies Baswedan ketika masih menjabat sebagai Gubernur DKI Jakarta.

“Ya, buat… https://t.co/ibug4xLMAI https://t.co/EztGNnf0my",2023-06-09 00:09:19,0,16,retweet,,0,0,tvOneNews,55507370,1666712013710688256,1603561930383233024,https://pbs.twimg.com/profile_images/1603562159140528128/uHDVSvcR_normal.png,3990,0,14,2022-12-15 20:26:25,Cianjur,Anies Baswedan,neutral
1596,1667020825197940737,https://twitter.com/alifnuranhar1/statuses/1667020825197940737,alifnuranhar1,"RT @tvOneNews: Denny Indrayana Sebut Suharso Monoarfa ""Dipecat"" PPP karena 4 Kali Bertemu Anies Baswedan https://t.co/DupFpBudnm","Denny Indrayana Sebut Suharso Monoarfa ""Dipecat"" PPP karena 4 Kali Bertemu Anies Baswedan https://t.co/DupFpBudnm",2023-06-09 00:08:31,0,215,retweet,,0,0,tvOneNews,55507370,1666981954657587200,1603561930383233024,https://pbs.twimg.com/profile_images/1603562159140528128/uHDVSvcR_normal.png,3990,0,14,2022-12-15 20:26:25,Cianjur,Anies Baswedan,neutral
1613,1667020209499291648,https://twitter.com/kukuh_irianto/statuses/1667020209499291648,kukuh_irianto,"RT @BosPurwa: Ikutan ah..
Anies  Baswedan retweet 🔃
King Purwa Like 👌😅 https://t.co/ChSr4InDHf","Ikutan ah..
Anies  Baswedan retweet 🔃
King Purwa Like 👌😅 https://t.co/ChSr4InDHf",2023-06-09 00:06:04,0,1577,retweet,,0,0,BosPurwa,1068371293290946561,1666428027444826114,223709269,https://pbs.twimg.com/profile_images/1826989460/P1010197_resize_normal.JPG,13941,1459,205,2010-12-06 22:35:38,Kota Bogor,Anies Baswedan,neutral
1618,1667019971602575360,https://twitter.com/Billy_aprianto/statuses/1667019971602575360,Billy_aprianto,"RT @TeddGus: PDIP pun berpendapat sama seperti Partai Garuda. Karena sama sekali tidak mempunyai prestasi, makanya membuat cerita dijegal.…","PDIP pun berpendapat sama seperti Partai Garuda. Karena sama sekali tidak mempunyai prestasi, makanya membuat cerita dijegal. Ini penyakit..

PDIP Bantah Jegal Anies Baswedan, Hasto: Pemimpin yg Tidak Berprestasi Menciptakan Ganjalan Seolah Seperti Ujian https://t.co/3vGo8zv8E8",2023-06-09 00:05:07,0,65,retweet,,0,0,TeddGus,1447610310529982467,1666975403599331328,112374300,https://pbs.twimg.com/profile_images/1166319734972768259/72FN807p_normal.jpg,60627,3527,3279,2010-02-08 02:53:36,Tangerang Selatan,Anies Baswedan,negative
1636,1667019199104036864,https://twitter.com/tama_milanisti/statuses/1667019199104036864,tama_milanisti,"RT @tvOneNews: Denny Indrayana Sebut Suharso Monoarfa ""Dipecat"" PPP karena 4 Kali Bertemu Anies Baswedan https://t.co/DupFpBudnm","Denny Indrayana Sebut Suharso Monoarfa ""Dipecat"" PPP karena 4 Kali Bertemu Anies Baswedan https://t.co/DupFpBudnm",2023-06-09 00:02:03,0,215,retweet,,0,0,tvOneNews,55507370,1666981954657587200,226099847,https://pbs.twimg.com/profile_images/1459820471038328833/KkUg5FZX_normal.jpg,23938,698,226,2010-12-13 04:10:21,Jakarta Barat,Anies Baswedan,neutral
1665,1667017448858722304,https://twitter.com/anak_sarjana/statuses/1667017448858722304,anak_sarjana,"RT @abwnews_: PKS Tegaskan Godaan Tak Akan Menghentikan Dukungan kepada Anies Baswedan

https://t.co/YFr5E2UT7D","PKS Tegaskan Godaan Tak Akan Menghentikan Dukungan kepada Anies Baswedan

https://t.co/YFr5E2UT7D",2023-06-08 23:55:06,0,207,retweet,,0,0,abwnews_,1185767973111263233,1666768066083184640,1570021015891382273,https://pbs.twimg.com/profile_images/1607678399161708548/FaZS3QNY_normal.jpg,13540,365,324,2022-09-14 08:06:13,Makassar,Anies Baswedan,neutral
1668,1667017426603769856,https://twitter.com/bonank771/statuses/1667017426603769856,bonank771,"RT @democrazymedia: Anies Baswedan Ungkap Provinsi Ini Jadi Kunci Memenangkan Pilpres 2024
https://t.co/2C0o6O63Jl","Anies Baswedan Ungkap Provinsi Ini Jadi Kunci Memenangkan Pilpres 2024
https://t.co/2C0o6O63Jl",2023-06-08 23:55:00,0,6,retweet,,0,0,democrazymedia,1243804423001763841,1667016165661589505,205783184,https://pbs.twimg.com/profile_images/883948395341070336/v5pOT2YL_normal.jpg,30979,2570,654,2010-10-21 12:00:58,Padang Panjang,Anies Baswedan,neutral
1684,1667016462098391045,https://twitter.com/yeyelubis/statuses/1667016462098391045,yeyelubis,"RT @alisyarief: AHY Masuk Bursa Cawapres PDIP, Demokrat Menjawab, Capres Kami Anies Baswedan Bukan Ganjar https://t.co/ySRmv3WxZV","AHY Masuk Bursa Cawapres PDIP, Demokrat Menjawab, Capres Kami Anies Baswedan Bukan Ganjar https://t.co/ySRmv3WxZV",2023-06-08 23:51:10,0,315,retweet,,0,0,alisyarief,30201110,1666359563703173120,232729399,https://pbs.twimg.com/profile_images/1406434429958967305/OymKGi-6_normal.jpg,4665,210,253,2010-12-31 22:27:23,Jakarta Barat,Anies Baswedan,neutral
1702,1667015580048830464,https://twitter.com/blackcrow0717/statuses/1667015580048830464,blackcrow0717,"RT @KrisyantoOni: Kita petarung, bukan pencaci maki
2024 ANIES BASWEDAN PRESIDEN 🇮🇩
#AniesBaswedanLebihNKRI #2024CoblosAniesBaswedan #GueAn…","Kita petarung, bukan pencaci maki
2024 ANIES BASWEDAN PRESIDEN 🇮🇩
#AniesBaswedanLebihNKRI #2024CoblosAniesBaswedan #GueAniesBaswedan #2024AniesBaswedanPresiden #KrisyantoYenOni https://t.co/TsrQvvzNcD",2023-06-08 23:47:40,0,46,retweet,,0,0,KrisyantoOni,1283848995962417152,1666967855328534528,944212401892687872,https://pbs.twimg.com/profile_images/1616795091557056513/BtOYFjsD_normal.jpg,25331,2326,1744,2017-12-22 09:25:54,Jakarta Pusat,Anies Baswedan,neutral
1715,1667015297021390849,https://twitter.com/MusrawadiAdi/statuses/1667015297021390849,MusrawadiAdi,RT @DJ_Luvly: @saifulmujani @muchlis_ar @saidiman @saiful_mujani Test survey di kandang lembaga survey yang selalu jatuhkan Anies Baswedan…,"@saifulmujani @muchlis_ar @saidiman @saiful_mujani Test survey di kandang lembaga survey yang selalu jatuhkan Anies Baswedan

Anies Baswedan - RT
Ganjar Pranowo - Like

cc @BangEdiii @kafiradikalis 🙏",2023-06-08 23:46:33,0,285,retweet,,0,0,DJ_Luvly,344063362,1666718200682217472,4202878940,https://pbs.twimg.com/profile_images/664473879235006466/IoS3NrAR_normal.jpg,814,203,26,2015-11-11 10:57:15,Batam,Anies Baswedan,neutral
1725,1667014949489766401,https://twitter.com/Busyair12161815/statuses/1667014949489766401,Busyair12161815,RT @DJ_Luvly: @saifulmujani @muchlis_ar @saidiman @saiful_mujani Test survey di kandang lembaga survey yang selalu jatuhkan Anies Baswedan…,"@saifulmujani @muchlis_ar @saidiman @saiful_mujani Test survey di kandang lembaga survey yang selalu jatuhkan Anies Baswedan

Anies Baswedan - RT
Ganjar Pranowo - Like

cc @BangEdiii @kafiradikalis 🙏",2023-06-08 23:45:10,0,285,retweet,,0,0,DJ_Luvly,344063362,1666718200682217472,938179112664907776,https://pbs.twimg.com/profile_images/1503674757749047301/vaia0tF__normal.jpg,1413,117,51,2017-12-05 17:51:45,Pontianak,Anies Baswedan,neutral
